"userid","trackid","mood.adorable","mood.aggressive","mood.amazed","mood.angry","mood.animated","mood.bitchy","mood.bored","mood.celebratory","mood.cool","mood.dancing","mood.deep","mood.delighted","mood.dramatic","mood.dreamy","mood.driving","mood.easy","mood.elegant","mood.emotional","mood.encouraged","mood.energetic","mood.enthusiastic","mood.epic","mood.euphoric","mood.excited","mood.fantastic","mood.fast","mood.festive","mood.free","mood.friendly","mood.fun","mood.funny","mood.furious","mood.gentle","mood.glorious","mood.good","mood.graceful","mood.happy","mood.heroic","mood.hot","mood.in_love","mood.inspired","mood.intense","mood.interested","mood.joyful","mood.jumpy","mood.liberated","mood.light_hearted","mood.liked","mood.loud","mood.melancholic","mood.moody","mood.motivational","mood.nocturnal","mood.passionate","mood.peaceful","mood.playful","mood.pleasant","mood.positive","mood.powerful","mood.pulsating","mood.reflective","mood.relaxed","mood.religious","mood.repetitive","mood.retro","mood.rhythmical","mood.romantic","mood.sad","mood.satisfied","mood.sensual","mood.sentimental","mood.serene","mood.severe","mood.sexual","mood.sexy","mood.slow","mood.smooth","mood.soft","mood.sorry","mood.spiritual","mood.spontaneous","mood.stimulated","mood.strong","mood.stylish","mood.successful","mood.tragic","mood.tranquil","mood.uplifting","activity.daily_routines","activity.emotional","activity.entertainment","activity.intellectual","activity.live_music","activity.music_listening","activity.on_the_move","activity.physical","activity.social"
185,5350260,0,,,0,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,0,,0,,,,,0,,,0,0,,0,,0,,,,,,0,0,,,,0,,0,,,,0,,,0,,,,,,0,,,,,,,,,,1,0,0,,,,0,0,0,0,0,0,1,0,0
2315,41291826,0,,,,,0,,,0,,,,,0,0,0,,,0,,,,,0,,0,,0,,,,0,,,,0,0,,0,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,1,,,,,,,,,,,,,,0,,0,0,0,0,0,0,1,0,0,0
371,41419487,,,,,,,,,,,,0,,,,0,,,,,,0,,0,0,,0,0,,,,0,,,0,,,0,,,0,0,,,,,,,,,,1,,,,0,,0,,,,,0,,,0,,0,,,,,,,,0,,,,,0,,,,,,0,0,0,1,0,0,0,0,0,0,0
185,39450264,,0,,,,,,0,0,,0,0,,,,,,,0,,0,,,,,,,,,,,0,0,,1,,0,,,0,0,,,,,,,,0,,,,,0,,,0,,,,,0,0,0,,,,,,0,,,,,,,,,,,,,0,,,0,,,0,1,0,0,0,0,0,0,0
2315,31356769,0,0,0,,0,,0,0,,,0,0,0,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,0,,,,,,,,,0,,,,,,,,,1,,,0,,,,,,,0,,,0,,0,,,,0,,,0,,,,,0,,,,0,0,0,0,0,0,1,1,0
371,21783312,,,,,,,,,0,,,,,,,0,0,,,0,,0,,,,,,0,0,,,0,,,,1,0,,,,,,,0,,,0,,0,,,,0,,,,,,,0,0,,,0,,,0,0,0,,,,,,,,,,,,,,,,0,,,0,0,0,1,0,0,0,0,0,0
1151,23460433,0,,,,0,,0,0,1,0,,,,,,,0,,,0,,,,,,0,,0,,0,,0,,,0,0,,0,,,,,,0,,0,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,1,0,0,0,0,0,0
371,11627938,0,,,,,,0,,0,,,,0,,,,0,,,,0,0,0,,0,,0,,,0,,0,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,,,,1,,0,,,,,,,,,,,,,,0,,0,,,0,0,1,0,0,0,0,0,0,0
371,3255962,,,0,,0,0,,,,,,,,,,,,,,0,,,0,,,0,0,,,0,,,,0,,,0,,,,,,0,0,,,,,,,,,,0,0,,,0,,,,,1,,,,,,,,,0,,,,,,0,,,,0,,,0,,0,0,0,0,0,0,0,1,0,0,0
371,32351976,,0,,0,,,0,,,,,0,,0,,,,,,0,,,,,,0,,,,,0,,,,,1,,,,,,,,,0,0,,,,,,,,0,0,,,0,0,0,0,,,,,,0,,,,0,0,,,,,,,,,,0,0,,,,,,0,0,0,0,1,0,0,0,0
2315,11627938,,,,,,,,,0,0,0,,,0,,,,0,,,,,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,,,,,0,,0,0,,,0,,,0,,,,,0,,,,,0,,0,,,,0,,,1,,,,0,0,1,0,1,0,0,0,0
1151,11627938,,,,,,,,,,0,,0,,,,,,0,,0,,,,,,0,,0,,,0,0,,,,,,0,,1,0,,,,,,,,,,,,,,,0,,,0,0,,,0,,,,0,,,0,,,,0,,0,,,,,,,,0,,0,0,,0,0,1,0,0,0,0,0,0
2204,21783312,,,,,,,0,,,,0,,,,,,,0,,,,0,0,0,,,0,,,,,0,,,0,,,,,1,,0,0,,,,,,0,,,,,,,0,,,0,,,,0,0,,,,,,,,,0,0,,,,1,,,,,,0,,,0,,0,1,0,0,0,1,0,1,0
185,44444499,,,,,0,,,,0,,,,0,,,0,,0,0,,,0,,,,,0,,,,,,,,,,,,0,,,,,,,,0,,,0,0,0,,0,,,,0,,,,,,,,1,,,,,,0,,,,,,0,0,,0,,,,0,0,,,0,0,0,0,0,0,1,0,0
2315,449739,,,,,0,0,,,0,0,0,,0,0,,,,,,1,,,,,0,1,,,,0,0,0,,,,,,0,,,0,1,0,0,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,1,0,0,0,1,0,1,0,0
185,3238454,,,0,,0,,,,0,,,0,,,,,,,,,,,0,,0,,,,,0,0,0,0,,1,,,,0,,,,,,,,0,,,0,,,0,,0,,0,,,,,,,,0,,,,,0,,,,,,0,0,,,,,,,,,0,,,0,0,0,0,1,0,0,0,0
840,19100365,0,,1,,,0,0,,,,,,,,,,,0,,,0,,,,,0,,,,0,0,,,,,,,,0,,0,0,,,,,,,,,0,,,,,0,,,0,,,,,0,,,,,0,0,,,0,0,,,,,,,,,0,,,0,,,0,0,0,0,0,0,0,0,1
2339,3238454,,,,0,,,0,,0,,0,,,,,,0,,,0,,,,,,0,,,,0,,0,0,0,0,0,,,,,,,,0,0,0,,,,,,,,0,,,,,,1,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,0,,1,1,0,0,0,0,1,0,1
726,44677687,,,,,,,,,,,,0,0,,0,0,0,0,,,,0,,,0,,1,,0,0,,0,,,,,,,,0,,,0,,,,0,,0,0,,,0,,,,0,,,,,,,,0,,,,,,,,,,0,,,,,0,,,,,,,,,0,0,0,1,0,0,0,0,0
185,17555490,0,,0,,,,,,,,0,0,0,0,,,,,,,0,0,,0,0,,,,0,,,,,,,,,,,,0,,,,,,,0,,,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,1,,,0,0,0,0,0,1,0,0,0,0,0
2339,30458157,,,,,,,,0,,,,,,,,,,1,,,0,,0,0,,,,1,,,,,0,,0,,,0,0,0,,,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,0,,0,,,0,0,1,,,,0,,0,0,0,0,1,0,0,0,0
726,18303856,,,,,,,0,,,0,,,0,0,,,,,,0,,0,,,,1,,,,,,,0,,,0,,,0,,,,,,,,,0,,,,,,,0,0,,,,0,,0,,0,,0,,,,,,,,,,,,,0,,0,,,,0,1,,0,0,0,0,0,0,0,0,0,1
726,39423642,,,0,1,,0,,,,,,0,,,0,,0,,,0,,,,0,,0,,,,,,,,,,0,,,,,,0,,0,,,0,,,,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,0,0,0,,,,,0,0,0,0,0,0,0,0,1
840,39900481,,,,0,,,,,,,0,0,,,0,,,,,,0,,,,,,,,0,,0,,,,,,,,0,1,,0,,,,,,0,0,,,,,,,0,,0,0,,,,,0,0,,,,,,,,,,0,,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,1,0
2339,43352535,,,,,,,,,,,,0,0,,0,,0,,,0,,,,0,,,0,,,,,,0,,,,0,,,,,1,,,0,,,,,0,0,0,0,1,,,,,,,0,,,,,,,,,,,,0,,,,0,0,,,,,,0,,,0,,1,0,0,1,1,1,1,0,1
726,3065057,,,,,,,,0,,,0,,0,,0,,,,,,,0,,,0,0,,0,,0,,,,0,,,,0,,,,,,1,,,,0,,,,,,,,,,,,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,0,,,0,0,0,0,0,0,1,0,0
840,6930059,,,,,,,,,0,,,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,,,,,,,0,,,,0,,,,,0,0,0,0,,,,,,,0,,1,,0,,,,,,,0,,,,0,0,0,,,,,,0,,0,,,0,1,0,0,0,0,0,0,0
578,164998,,,,0,,0,,0,,0,,,,1,0,,,,0,0,,,,0,,,0,,,,,,,,,,,0,,0,,,,,,,,,,0,0,,,,,0,,,0,,,,,,,,,0,,,0,,,,0,,,0,0,,,,,,,1,,,0,0,0,0,0,0,0,0,0
1660,18910362,,0,,,,0,,,,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,1,,0,0,,,,,,,,0,,,0,,,,,0,,,,0,,,,,,,,,,,,,,,0,,0,,,,1,,0,0,,0,,,0,,,,0,0,0,0,0,0,0,1,0
840,5119657,,0,,0,,,,,,,,,0,,,,,0,0,,0,,,,,,,0,0,,,0,1,,0,,,,,,0,0,,,,,,,,,,,,,,,,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0
2339,30087644,0,0,,0,0,,,0,,,,,,,0,,,,,,,,,1,,,,,,,0,,0,,,,,0,,0,,,,,,,,0,,,0,,0,,,0,,,,,,0,0,0,,,,,,,,,,,0,,0,0,,,,,,,,,,0,0,0,0,0,0,1,0,0,0
840,33847091,,,,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,,,,0,,,,0,0,,,,,0,0,,,,0,1,,,,0,,,,,0,,,,,,,,,,0,,,0,0,,,0,,,,,,,0,,0,,1,,,,,0,0,0,0,1,0,0,0,0
2339,954599,,,,0,,0,,,,,0,0,,,,,,0,,,0,0,,,,0,,,0,,,,,,,,,,,,,,,,,0,,,0,0,0,,,0,,,,,,0,,0,,,,,0,,0,,1,,,,,0,,0,0,,,,,,,,,,1,0,0,0,0,0,1,0,0
208,954599,,,,,0,0,0,,0,0,,0,,,,0,,,,,,,0,0,,0,,,,,,,,,,,,,,,0,,0,,,,0,,,,,,,,,,,,,,,0,,,,,0,0,,0,0,,,0,,,1,,,,0,,,0,,,,,0,0,0,0,0,1,1,1,0
208,11627947,,,,0,,,0,0,,,,,,,,,,0,,0,,,0,0,,,,,,0,0,0,,,,,,,,,,0,,,,0,,,0,,,,0,,1,,,,,0,,,0,,,,,,,,,,0,,,,0,0,0,0,,,,,,,,,0,1,0,0,0,0,0,0,0
2321,7381146,,,,,0,,0,,0,0,,0,,1,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0,,,,0,,,,,0,,,,0,,,0,,,,,0,,,,0,,,,1,,0,,,,,0,,,,,,,0,0,,,0,0,1,0,0,0,0,0,0
2321,4507,,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,0,,0,,,0,,,,0,,0,,,,,,,,0,,,,,,0,,0,1,0,,,1,,,,,,,,,,,,0,,,,0,0,0,1,,,0,,,,0,,0,0,0,1,1,0,0,0,0
208,18516585,,0,,0,,,,,,,0,,,,0,,,,,,,0,,,,,0,0,,,,0,0,,,,,,,,,,0,,,,0,0,,,1,,0,,,0,,,,0,,,,,,,,,0,,,,0,0,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0
1660,316742,,0,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,0,,,0,,,,,,,,,,,,0,,0,0,,,,,,,0,,,0,,1,,0,,,,,,,,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,1
208,354658,1,,,0,,,,0,,,,0,,,,,,0,,,,0,,,,,0,0,,,,,,0,0,,,0,,,,0,,,,,0,,0,0,,,,,0,0,,,,,,,,0,,,,,,,,,0,,,,,,,0,0,,,,,,0,,0,0,1,1,0,0,1,1,0
2321,17310680,0,,,,,,,,,,,,0,1,,,,,0,,,,,,,,,,,,0,,,,,0,,,0,0,,,0,,0,,,,0,,1,,,0,,0,,1,,,,,0,,,,0,1,,0,0,,,,,,,,,,,,0,,,,,0,0,0,0,1,1,0,0,0,0
208,40517381,,,0,0,,,0,,,,0,,,,,,,0,,0,,,,0,,,,,,,0,0,,,0,,,,0,,,0,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,,,,,,0,0,,,,,,,,,0,,,0,,,,,0,0,0,0,0,0,0,0,0
2321,14809667,,,,,,1,0,,,0,,,1,,0,,,,0,,1,,,,0,,0,,,,0,0,0,,0,,0,,,1,,0,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,,0,,,,,,0,,,,0,0,0,1,0,0,0,0,0,1
578,13105715,0,,0,0,,,,,,,,,0,0,,,0,,,,,,,0,0,,,,0,,,,,,,,0,,,0,,,,0,,,,0,,,,1,,,,,0,0,0,1,,0,0,,,,,,,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0
2142,14197127,,,,,,0,,,0,,,,,,1,0,,,,,,0,,0,,,0,,,,1,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,,,,0,,,0,,0,,0,,,0,,,0,,,,0,,,,,,0,,0,0,1,0,0,0,0,0,1,0
1660,4284434,,0,,0,,,,,,,,,,,,,,,1,0,,,,,0,0,,,0,0,0,,0,0,,,,,,,,,,,0,,,,0,,0,0,,,0,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,0,,0,0,,0,0,0,0,1,0,0,0,0
2148,32599651,,,,,,,,,0,,,0,,0,,,0,,,,,,0,,,1,0,0,,,,,,,,,,,0,,,,,,,0,0,0,1,,,,,,0,,,,,,,,0,,,,,,0,,,,1,0,,,,,,,,0,,,,0,0,1,1,1,1,0,1,1,1,0,0
2171,40928898,,0,0,0,0,,,,0,,,,1,,,0,,1,,0,,,0,0,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,,0,,,,,,,,0,,,0,,,,,,,,0,1,0,0,0,0,0,1,0,0
2321,4134070,0,,,,,0,,0,,0,,,,,,0,,,,0,,,,,,0,,0,,,,,,0,,1,0,,1,0,,,,,,,,,,0,,0,,,1,,0,,,,0,,,,,,,0,0,,0,,,,,,,,,0,,,,,,,,,0,0,0,1,1,0,0,0,1
578,2708456,,,,,0,,0,,,,,,,,,0,,0,,,,0,,,0,,0,,,,,0,,,0,,,,,0,,,0,,,,,0,,,,,,,,,,,,0,,,,,0,,,0,,1,,,0,0,0,,,,0,0,,1,,,,,,,1,0,1,1,0,0,0,1,0
2142,20204202,1,,,,0,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,,1,,,,0,0,,0,,0,,,,0,,,1,,,0,0,,,,,0,,,,,0,0,0,,,,,,,,,,,,1,,0,,,,,,,0,0,,0,1,1,0,0,0,0,0,0
2340,29297767,,,0,0,,,,,0,,0,,,,,,,0,,1,,,,,,,,,,,,0,0,,0,,,,,,,,,0,,,,,,,,0,0,,,,0,0,,,,,,,0,,,,,,,,,,,0,0,0,0,,1,0,,0,,,,,0,0,1,0,0,0,0,0,0
2171,30566221,,,,,,,1,,,,0,,,,,,,0,,0,,,0,,,,,0,,,,,0,,,,,,0,,0,0,,,,0,,,,,,,0,,,0,,,,,,,0,0,,0,0,,,,,,,0,0,,,,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0
2271,4134070,,,,,,,,,,1,,,,,,,,,,0,,0,,,,,0,,,,0,,,,,,,,,0,0,,0,0,1,,,,,0,,,,,,0,,,,0,,,0,0,0,1,,,,,0,,,,0,,,,,0,,0,0,,,,,,0,0,0,0,1,0,0,1,0
578,31178479,,1,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,,,0,0,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,0,,,,,0,,0,,,,,,,,0,,,0,0,0,0,0,0,0,0,0
2142,31178479,,,,,,,,0,,,,0,,0,,,,,,,,,,0,,0,,,,1,,,,,,,0,0,,,0,1,,,,0,,,,1,,0,,,0,,,0,,,,,0,,0,,,,,,0,,,1,,,0,0,,,,,,0,,,,,0,0,0,1,0,0,0,1,0
1660,30609802,,,,,,0,,0,0,,,,,,,,,,0,,,0,0,0,0,,0,1,0,,,,,,0,,,,0,,0,,,,0,,,,,,0,0,,,0,,,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,0,0,0,0,0,0,0,1,0
578,31468041,,,,,,0,0,,,0,,,,,0,,,,,,1,,,,,,,,,,,,,,0,0,,,0,,0,,0,,,0,,0,0,,,1,,,,,,0,,,,,0,,,,,,,0,,,0,0,,,,,,,,0,0,,,,0,,0,0,0,0,0,1,0,0,0
2215,31468041,,,0,,,0,0,,,,0,0,,,,,0,0,,1,,,,,0,,,,0,,,0,,,,,,1,,,,,1,,,,,,,0,,,,,,0,0,,,0,,,,0,,,,,,,0,,,,,0,,,,,0,,0,,,,,,0,0,1,0,0,1,0,0,0
2271,31468041,,,,,,,,,,0,0,0,,,0,0,,,,,,,,0,,,0,0,,,,,,,,0,,0,,,,1,,,0,,,,,,,,0,,,,0,,1,,0,,,,,0,0,,,0,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,1,0,1,0,0
2171,31468041,,,,,,,0,0,1,0,,,0,,,,0,,,,0,0,0,,0,,,,0,0,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,0,,0,,,,,0,,,,,,,,0,0,,,,,,,,0,0,0,,,1,0,0,0,1,0,1,0,0
2148,10589369,1,,,,,,,0,1,0,1,,,1,0,,,,,,,,,,,1,0,0,,,,,0,1,,,,1,,,1,,,,,,,,,,,,,,0,0,1,,,,,0,,,0,,,,,,,,,,,,,,0,,,,1,,,1,,,1,0,1,0,1,0,0,1,0
1660,31468041,0,,,,,,,,,,,,,,,,0,0,,,,,0,,,0,,,,,0,,,,,,,,,0,,,0,,,,,,0,,0,,0,0,0,,,,,,,,0,,,,0,,,,,,1,,,,0,0,,0,0,,0,,,,,1,0,1,0,0,0,0,0,0,0
2215,30100190,,,,1,,,,0,0,,,,0,0,,,,,,,,,,0,0,,,,,,,,,0,,,,1,0,,,,,0,,,,0,0,,,,0,,,0,,,,,,1,,,0,,0,,,0,,,,,,0,,,0,,0,,,,,,,,0,1,0,1,0,0,0,0,0
2271,31178479,,,,,,,,,,,,,,,0,,,,,1,1,,,1,,,,,,,,,0,,1,,,,,0,,1,,,,,,0,1,,,0,0,,0,,,0,,,,,,,,1,,,0,,,,0,,,,,0,,0,0,,,,0,0,,,0,0,1,0,1,1,1,1,0
2215,16136807,,0,,,,,,,,0,,,,,,,,,,,,,,,0,,,0,,1,,0,0,,1,,0,,0,,,,,,,,0,,,,,0,,1,0,0,,,,,,,0,,,0,0,,,,,,,0,,,,0,,,,0,,,,0,,,0,0,1,0,1,0,0,0,0
2323,34032720,,,,,0,,,,0,,,,,0,0,,,,0,,,,0,,0,,,0,,,0,0,,,,,,0,,,,,0,,0,,0,,,,,,,,0,,0,0,,,,,,,1,0,,0,,,,,,,,,,,,0,,,,,,,,0,0,0,0,1,0,0,0,0,0
2215,265629,,,,,1,,,,,0,,,,0,0,,0,,0,,,,,,0,,,,1,0,,,,,,,0,,,,,,,,,0,0,0,,,,0,,,,,0,,,,,,,,1,,,,,0,,0,,,,0,,,,,0,,,,,0,0,,0,1,1,0,0,0,0,0,0
2215,15462697,,,,,,,,0,0,,,1,,,,,0,,,,,0,,0,,,,0,,0,,,,1,,,,0,,,0,,,,,,,,,,0,,,,0,,,,,0,0,,0,,,,0,,,,,0,1,,,,,,,,,0,0,,,0,,,0,0,0,0,1,0,0,1,0
2340,103938,0,0,,,0,,,0,,,,,,,,,,,,0,0,0,,0,1,,,,,,0,,,,,,,,,,,,0,,,,0,,,,,0,0,,,0,,,,,,1,,,,,,0,,,,,,,,0,,0,0,,,,,,0,,0,,0,0,0,0,1,0,0,0,0
2271,21610106,,,,0,,,,,1,,,,0,,0,,,,0,,0,,,,,0,0,1,,,,,0,,,,,,,,,,0,,0,,,0,,,,,,,,,,1,,,1,,0,0,,,,,,,,,,,0,1,,,0,,,,,,,,1,0,0,0,0,1,0,0,0,0,0
2171,36596253,,,,0,,,,1,,,,0,0,,,,,,,,0,0,,,,,0,,0,1,,0,,,,,0,0,,,,0,,,,,,,0,,0,0,,,,,,,,,,0,,,,,,,,,0,0,,,0,,,,,0,,,,0,,,,,0,0,0,0,0,0,0,0,0
2323,383634,,,0,,,,1,,,,0,,,,,0,,,,,,,0,,,,,0,,,,,0,,,,,0,0,,,0,0,,,0,0,,,,0,,0,,,0,0,,,,,,,0,,,,,0,,,,,,0,0,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0
2148,3916691,0,,,0,,,,1,,0,,,,,1,,,,,,,,,,,,,,,,0,,,,,1,0,,,,1,,,,,1,,0,,1,,,0,,0,,1,,,,,,,,,,,,,,,,,,1,,,0,0,1,0,,,,0,,0,,1,0,1,0,0,1,1,1,0
2271,38130692,,,0,,,,,,,,,,,,0,,,,0,,,,0,,,0,,0,,,,,,0,,,,,1,,0,,,0,,,,,,,,,,,,0,,,0,0,,,,,,,0,0,,,0,,0,,1,0,,0,,,,,,0,,,,0,0,0,0,0,0,0,0,1,1
2271,40861505,0,,,,1,0,,,,,,,0,,,,,,,0,1,,,1,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,1,0,,,,1,,,,,,,,,,,,0,,,1,0,1,1,0,,,,,,,0,,0,,1,0,0,0,0,1,1,1,1
2323,40861505,,,0,0,,,,0,1,0,0,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,,0,0,,0,,,,0,0,,,,0,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,1,0,0,0,0,0,0,0,0
2142,35135944,,,,0,0,0,,,,,0,,0,,,0,,,0,0,,0,,,0,,,,,1,,,,,,,,,,,0,,,,,,,,,0,0,,1,,,,,0,,,,,,,,,,,,,,,0,,,,,1,0,,,0,,0,,,,0,0,1,0,0,1,0,0,0,0
2148,40861505,,,1,,,,,0,,,,,,,,1,,,0,,,,,,0,,,,,,,,,,,,,0,,0,,,,,,,,,0,0,1,0,0,1,1,,,1,,,,,,,,,1,1,1,,,,,0,,,,,,1,1,,0,,,,,,1,1,1,1,1,0,1,0,0
1127,31247549,,,,,,0,,,,,,,,0,,,,,,,,,,,0,,,,,0,,,0,0,,0,,,,,,0,,,,,,0,,,0,0,,1,0,0,,0,,,,0,,0,,,,,,,0,,,,,0,0,,,,,,0,0,,,,,0,0,0,0,0,1,0,0,0
2271,3207007,0,,,,1,,,,,1,,,0,,0,,,0,1,1,,,,,,,,,,1,,0,0,,,,,0,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,0,,,,,0,0,0,1,,0,1,,,,,1,0,0,0,0,0,0,1,0
2340,40861505,,,,,,,,,,0,0,,,,,,,,0,,,,,,,,,0,,,,,1,,,,,0,,,,,,,,,0,0,0,,,,,,,0,0,,,0,0,,,,0,,,,,,,0,0,,0,,,0,,,,0,,0,,0,,0,0,0,0,0,0,1,0,0,0
2171,15184315,,,,,,0,0,,,,,,0,,1,,,,,,0,,0,,,,,,,,,,,,0,0,,,,0,,,0,,,0,0,,0,,,,0,0,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,0,,,,0,,0,0,0,0,0,0,0,0,1,0,0
2323,13690245,,,,,,,0,,,1,,,,,0,,0,,0,,,,0,,,,0,,,,,,0,,0,,,,0,0,,,,,,,,,0,,,,,,,0,0,,,,,,,,0,0,,,,1,,,0,,,,,0,,,0,,,,,,0,0,0,0,0,0,1,1,0,0,1
2148,44057543,,,1,1,,,,0,,,,0,,,0,,,,0,0,,0,0,0,,,,,,,,,,,0,,,,1,,,,1,,,,,,,,,,,,,0,,1,,,,,,0,,0,,,,0,,,0,,,1,1,,,,,0,,,,,,,1,1,0,1,1,1,0,1,0
2142,44057543,0,,,,,1,,,,,,0,,,,,,,,,,,0,,0,0,,,,,,,0,,,,,,0,0,,,,0,0,,0,0,,0,,,0,,,,,,,0,,1,,,,,,,0,0,,,,,,,,,,0,0,,0,,,,,,0,1,0,0,1,0,0,0,0
2323,44057543,,0,,,,,,0,,,0,0,,,,,,,,,,,,,0,0,,,,0,0,,,0,,,,,,,0,,,0,,,,,,,,,,0,,0,0,,,0,,0,,0,1,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0
2271,37876077,0,,,0,,0,,,,1,,,,,,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,,,,,0,,,,1,,,0,,1,0,,,,,,0,,,,,,,0,0,,,,,0,0,,,,,0,0,,1,,,,,,,0,0,0,0,1,0,0,1,0
2340,21653367,,,,,0,,,0,,0,,0,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,,0,,0,0,,,0,0,0,,,,,,,,,,,0,,0,0,,0,1,,,,0,,1,,0,0,0,1,0,0,0,0,0
2340,44825280,,,,,0,,,0,,,0,0,0,,,,,,,,0,0,,,,,0,0,,0,,,,,,,,0,0,,,,,,,0,,,,,,,0,,,,1,,,,,1,,0,,,0,,,,,1,,0,0,,,,,,,,0,,,,,,0,1,0,1,0,0,0,0,0
2271,42074277,,,,,,,,,1,,0,,,,,,,,,,1,,,,,,,0,,1,,,0,,0,,,,,,,1,,,,,,,,0,0,,,,,,0,,0,,,0,0,,0,1,0,,,0,,,0,,,,0,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,1
2271,13352419,,,0,,1,0,,1,,,,,,,,,0,,,,1,,,,,,,,0,,,,0,,0,,1,,0,,,,,,,,,0,,,1,,0,,,,,1,1,,,,,,,,,,,0,,0,,0,0,,,,,,,,,0,0,,,,1,0,0,0,1,0,0,1,0
208,13352419,,0,,,,,0,,,,,0,,,0,,0,,,,,,0,,,,,0,,,0,,0,,0,0,0,,,,,,0,,0,,,,,,,0,0,,,,0,0,,,,,,,,1,,,,,,0,,,,,,,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0
1127,8005812,,,,,,,0,,,,,,,1,,,,,0,,0,,,0,,,0,,,,0,,,,,0,,,,,,,,0,,0,,,0,,,,0,0,,0,,,0,0,,,,,,1,,0,,,,,,,,,,,,0,0,,,,0,,,0,0,0,0,0,0,1,0,0,0
1127,2999827,,,0,,,,,0,,,,0,,,,,,,,,,,,0,,,0,0,,,,,,,,,,,0,,,,0,0,,,,,,0,,0,,,0,,,,,,,0,,,0,,,,0,,0,,0,,,0,,,,,,,1,0,0,,0,,0,0,0,0,0,1,0,0,0
1127,45017668,,,,,,,0,0,0,,,,,,0,0,,0,,,,,,0,0,,,,0,,1,0,,,,,,,,,,,,0,0,0,0,,0,,0,,,,,,,0,,,0,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0
185,2999827,,,,,,,,,,,,0,,,,,0,0,0,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,0,,0,0,,0,,,0,0,,0,,,,,,,,,0,,,,,,,,1,,0,0,,0,0,0,0,0,1,0,0,0,0
185,30592830,,,,,,,0,,,,,0,,,0,,,0,,,0,0,0,0,,,0,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,0,1,,,,0,,,,,,,0,,,,,,0,,0,0,,0,,0,0,0,0,0,1,0,0,0
