"userid","trackid","mood.adorable","mood.aggressive","mood.amazed","mood.angry","mood.animated","mood.bitchy","mood.bored","mood.celebratory","mood.cool","mood.dancing","mood.deep","mood.delighted","mood.dramatic","mood.dreamy","mood.driving","mood.easy","mood.elegant","mood.emotional","mood.encouraged","mood.energetic","mood.enthusiastic","mood.epic","mood.euphoric","mood.excited","mood.fantastic","mood.fast","mood.festive","mood.free","mood.friendly","mood.fun","mood.funny","mood.furious","mood.gentle","mood.glorious","mood.good","mood.graceful","mood.happy","mood.heroic","mood.hot","mood.in_love","mood.inspired","mood.intense","mood.interested","mood.joyful","mood.jumpy","mood.liberated","mood.light_hearted","mood.liked","mood.loud","mood.melancholic","mood.moody","mood.motivational","mood.nocturnal","mood.passionate","mood.peaceful","mood.playful","mood.pleasant","mood.positive","mood.powerful","mood.pulsating","mood.reflective","mood.relaxed","mood.religious","mood.repetitive","mood.retro","mood.rhythmical","mood.romantic","mood.sad","mood.satisfied","mood.sensual","mood.sentimental","mood.serene","mood.severe","mood.sexual","mood.sexy","mood.slow","mood.smooth","mood.soft","mood.sorry","mood.spiritual","mood.spontaneous","mood.stimulated","mood.strong","mood.stylish","mood.successful","mood.tragic","mood.tranquil","mood.uplifting","activity.daily_routines","activity.emotional","activity.entertainment","activity.intellectual","activity.live_music","activity.music_listening","activity.on_the_move","activity.physical","activity.social"
584,23958085,,,,,,,,0,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,0,0,0,0,0,1,0,0
25,23558841,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,0,1,0,0,0,1,0,1,1
1573,15192046,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,1,0,0,0,0,0,1,1,1
1434,42604800,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,0,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,1,0,0,0,0,1,0,0
1580,8087978,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,1,0,1,0,0,0,0,0
1318,21610106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,1,1,1,1,1,1,1,1
25,23625201,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0
1529,9016566,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0
726,12637453,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0
197,30989540,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
1212,12591408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0
101,602905,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0,1,1,0,1,1,0,0
123,163443,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0
602,2853702,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0
1562,417163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,0,0,0,0,0,0,0,0,1
613,3988662,0,,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0
811,4900799,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,1
1495,5752238,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,1,1,1,1,1,1,1,1,1
1496,14497285,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0
1594,40136486,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0
12,9078646,,,,,0,,,,,,,,,,,,,,0,,,1,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0
1534,3524802,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,1,0,0
424,158761,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,1,1,1,0
1195,29187491,,,,0,,,,,,,,,0,,,,,1,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0
85,39900481,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,0,0,0,1,0,0,0,0
1527,42080492,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,0,,0,,,,0,0,0,0,1,1,0,0,0
1580,22288456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,0,,,,,0,,,,,0,1,0,0,0,0,0,0,0
338,565,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0
1480,417166,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,0,,1,0,0,0,1,1,1,0,0
1500,40042555,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,1,1,1,1,1,0,0,1
1305,38171780,,,,,,,,,,,,,,,1,,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0
868,16213810,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0
1613,36726386,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,1
1531,23565668,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,0,0,0,0,0,1,0,0,0
1493,18132372,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,0,1,1,1,1,1
25,9660809,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0
224,346916,0,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,1,0,0,0,1
1480,445785,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,0,0,0,0,1,1,1,0,0
1600,9660809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0
1148,19162446,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,1,1,0,1
1615,543218,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,0,0,1,1,0
63,21894371,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0
1583,21170131,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0
131,35016661,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0
338,30041514,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0
197,30989540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
811,3267506,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,,,0,,,,,,0,,,,,,,,,1,1,1,1,1,1,1,1,1
1614,37606781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1,0,1,0,0,1,0,0,0
46,9794265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0
1510,164651,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0
1548,12200832,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,1,0,0,1,0,1,0,0
123,3780064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0
1619,265625,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,1,0,0
125,6366911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,0,1,1,1,1,0,0
63,22223312,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,0,0,0,0,0,1,0,0
1612,32332082,,,,,,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,1,0,0,0,0,0,0,0
827,3386075,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,0,0,1,1,0,0,1,0
420,1434881,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,,,,,0,0,0,0,1,0,0,0,0
448,23333403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,1,0,0,0,1,0,0
1583,3721162,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,,,0,1,1,0,0,0,0,0,0
131,11614361,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,1
12,92050,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,0,,,1,0,1,0,0,1,1,1,1
1582,8921388,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,1,0,1,0,0,0,1,0,0,0
8,5635679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,1,0,1,0,0,0
1284,9660809,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,0,,,,,0,1,0,0,0,0,0,0,0
60,44455986,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0
1606,42671389,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,0,0
1594,22907291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0
1608,43620680,,,,,,,,,,,,,,,,,,1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0
779,14799706,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0
62,2422289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0
1496,43297851,,,,,,,,,,,,,0,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,0,,,,,,,,,,,,,,0,,,,,0,0,0,0,0,0,1,0,0
1173,3742783,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,1,1
1063,37511760,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,,,,,,,,,0,0,1,0,0,1,0,1,0
1593,34276453,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0
152,12208890,,,,,,,,,,1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
726,14707145,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0
259,14180090,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0
1030,35055522,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0
1616,476843,,,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,0,0,0,0
1448,906788,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,1,0
1615,543218,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0
1630,41667575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0
1580,22288456,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,0,,,,,0,0,0,1,0,0,0,0,0
1527,4682847,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,0,1,0,0,0,0,0,0,0
1118,4754112,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0
1627,4682847,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,0
1176,42350252,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0
1465,14740055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,0,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,1
679,16670624,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,1
1582,284168,,,,,,,,0,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,1,1,0,0,0,1,1,0,0
742,6003368,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,0,1,0,0,0,0,0,0,0
62,2422289,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0
424,16320,,,,,,,,,,0,,0,,,,,,0,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,1,0
1607,163384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,0,,0,1,0,1,0,0,0,1,1
420,23628707,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
1616,11173660,,,,,,,,0,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0
602,3246230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0
868,11627947,,,,0,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0
160,29892288,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,0
1148,3301648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0
1142,40550236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0
1496,20505134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0
1173,41347585,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,1,0,1,0,1,1,1,1,1
1221,6578558,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,0,1,1,1,1,0,0
1502,23915992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0
131,5060128,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,1,0,0,0,0
1318,3243587,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
1630,39154248,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,0,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0
1520,2282552,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,1,1,0,1,1,1,1,0,1
85,29188038,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
24,265816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,0,1,0,0,1,0,0,0,1
750,11540998,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,0,,,,,,1,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,1,0,0,0,0,0,1,0,0
1282,31194949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0
